# HTTP Cookie File
# http://www.netscape.com/newsref/std/cookie_spec.html
# This is a generated file!  Do not edit.
# To delete cookies, use the Cookie Manager.

www.itconversations.com	FALSE	/L10Apps/	FALSE	1121177216	L10HC	34136%7C2004%2F2%2F27%7C%7C
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
www.streetmap.co.uk	FALSE	/	FALSE	1089642596	StreetmapOTP	true
www.streetmap.co.uk	FALSE	/	FALSE	1089642596	StreetmapAdDelay	true
.eboz.com	TRUE	/	FALSE	1090238827	LBCLID	be804224cb3224b8afbf85aedadc8a0a
.estat.com	TRUE	/	FALSE	1404993955	e	QPJ@o8CoACcAAEAY0PE
.fastclick.net	TRUE	/	FALSE	1133367745	pluto	135809697|0|
.fastclick.net	TRUE	/	FALSE	1133367745	pluto	135809697|0|
.fastclick.net	TRUE	/	FALSE	1133367745	pluto	135809697|0|
.fastclick.net	TRUE	/	FALSE	1133367745	pluto	135809697|0|
.fastclick.net	TRUE	/	FALSE	1133367745	pluto	135809697|0|
.fastclick.net	TRUE	/	FALSE	1133367745	pluto	135809697|0|
.fastclick.net	TRUE	/	FALSE	1089811868	c1	4823:1088515867:2651:1|
.fastclick.net	TRUE	/	FALSE	1089806238	m6	d61967:1::0:1089633437|
.fastclick.net	TRUE	/	FALSE	1133367745	pluto	135809697|0|
.fastclick.net	TRUE	/	FALSE	1089891368	m2	17056:1:38237:3691:1089286567|14958:1:33663:4187:1089119453|
.fastclick.net	TRUE	/	FALSE	1089806238	m1	d15003:1::1:1089633436|
.fastclick.net	TRUE	/	FALSE	1133367745	pluto	135809697|0|
.fastclick.net	TRUE	/	FALSE	1133367745	pluto	135809697|0|
.fastclick.net	TRUE	/	FALSE	1133367745	pluto	135809697|0|
.fastclick.net	TRUE	/	FALSE	1133367745	pluto	135809697|0|
.fastclick.net	TRUE	/	FALSE	1133367745	pluto	135809697|0|
stat.onestat.com	FALSE	/	FALSE	1405123120	ONESTAT	11B128E7
stat.onestat.com	FALSE	/	FALSE	1405123120	178896	7%2f12%2f2004
ads.monster.com	FALSE	/	FALSE	2145801601	NGUserID	a320aa4-2924-1089632891-19
cookie.monster.com	FALSE	/	FALSE	1404992891	COOKIE_ID	128.214.48.17-464191008.29648902
www2.addfreestats.com	FALSE	/cgi-bin	FALSE	1425081600	NC1U	220215x1653x137i
www.ilog.com	FALSE	/	FALSE	2137622376	CFTOKEN	80874862
www.ilog.com	FALSE	/	FALSE	2137622376	CFID	1897345
www.sfc.keio.ac.jp	FALSE	/	FALSE	1121157762	style	simple
thorntree.lonelyplanet.com	FALSE	/	FALSE	2035697995	CFTOKEN	56989625
thorntree.lonelyplanet.com	FALSE	/	FALSE	2035697995	CFID	7248587
.statcounter.com	TRUE	/	FALSE	1247300402	session_217162	1089620397%260
.google.fi	TRUE	/	FALSE	2147368447	PREF	ID=1cc177f4d04f6af8:LD=fi:TM=1089620046:LM=1089620046:S=IiJHc4z8PklcsQbg
.google.fi	TRUE	/	FALSE	2147368447	PREF	ID=1cc177f4d04f6af8:LD=fi:TM=1089273721:LM=1089273721:S=22ivPo8cIgOBrCWK
.google.fi	TRUE	/	FALSE	2147368447	PREF	ID=1cc177f4d04f6af8:LD=fi:TM=1088604689:LM=1088604690:S=88l872uO6Br45BFY
.www.knoppix.net	TRUE	/	FALSE	1121153806	phasdsa_data	s%3A0%3A%22%22%3B
www.knoppix.net	FALSE	/	FALSE	1121154290	WIKI_PREFS2	O%3A15%3A%22userpreferences%22%3A1%3A%7Bs%3A6%3A%22_prefs%22%3Ba%3A2%3A%7Bs%3A10%3A%22editHeight%22%3Bi%3A22%3Bs%3A9%3A%22editWidth%22%3Bi%3A80%3B%7D%7D
.maxserving.com	TRUE	/	FALSE	1404729477	AD	FC%3D3901002oAAJ8QBA+6SFoAAJJQBA7pGl15BB
.maxserving.com	TRUE	/	FALSE	1389954123	uu	128.214.48.37-1074594122422
.maxserving.com	TRUE	/	FALSE	1389954123	uu	128.214.48.37-1074594122422
.maxserving.com	TRUE	/	FALSE	1404125121	AD	FC%3D3901004oAAIgwBA6RyvoAAGXABA5o5CoAAIhABA6rswoAAJ8QBA8mvCB2D1
.imdb.com	TRUE	/	FALSE	2145744000	uu	wjw67A/WvQnlNGIOrQZnVgm+AZJ/yFdiTFtnwn+bdCCdK0Ti32gEAXlOwRT5WPc1GX7FhBkPYfSfaOHkL2hzBut8x8J7DWP2n2jT5ixKtHEM2xWBPOvVgVyo97Fsq0QhDMvEce9o98Fv6Fdif+7BIjzIV2J8q3ExfItUISmbJDH8uxRkKJ50EXko9gUvj2E0J9hXYnEscGL4kBf2f/jDbJ/oV2J/yFdSP5gXUn
.digital-web.com	TRUE	/	FALSE	1244906958	comment_name	Kai+Hendry
.digital-web.com	TRUE	/	FALSE	1244906958	comment_url	http%3A%2F%2Fhixie.ch%2Fadvocacy%2Fxhtml
db.cs.helsinki.fi	FALSE	/~hendry/faqwiz/faqw.py	FALSE	1091808143	hendry's tips and tricks-FAQ-Wizard	Kai%20Hendry/hendry%40cs.helsinki.fi/kaio
db.cs.helsinki.fi	FALSE	/~hendry/faqwiz/faqw.py	FALSE	1089966935	hendry's tips and tricks-FAQ-Wizard	Kai%20Hendry/hendry%40cs.helsinki.fi/kaio
db.cs.helsinki.fi	FALSE	/~hendry/faqwiz/faqw.py	FALSE	1091627053	hendry's tips and tricks-FAQ-Wizard	Kai%20Hendry/hendry%40cs.helsinki.fi/kaio
www.hixie.ch	FALSE	/bugzilla	FALSE	1877472033	BUGLIST	1:4:5:7:75:79:100:107:109:110:111:112:113:114
www.hixie.ch	FALSE	/bugzilla	FALSE	1877472033	LASTORDER	bugs.bug_id
.microsoft.com	TRUE	/	FALSE	1159858800	MC1	GUID=4ddcacd2af3960449ad56a7cd61f307c&HASH=d2ac&LV=20047&V=3
.com.com	TRUE	/	FALSE	1262304000	XCLGFbrowser	zhAACkDuuU48AgAA3ws
.com.com	TRUE	/	FALSE	1262304000	XCLGFcgversion	1
.2o7.net	TRUE	/	FALSE	1247067105	s_vi_jglx7Dsmglx7D	[CS]v4|40EEB94C000005C6-A000A6A00000001|40EEB94C[CE]
.search.msn.com	TRUE	/	FALSE	1247151974	smc_cid	id=b41f2e8359ef442b9c356a501171f4cc&dob=20040709
.search.msn.com	TRUE	/	FALSE	1120921574	smc_classic	df=1&af=0&rc=15&nw=0&sc=1&rs=1
.search.msn.com	TRUE	/	FALSE	1120921574	smc_g	v=1&pvs=classic&ssp=1&df=1
stat.www.fi	FALSE	/	FALSE	1166296431	sid	12810893830370853
.fi.tele2.se	TRUE	/	FALSE	1104935749	ETRACK616641681	5090241
www.theregister.co.uk	FALSE	/	FALSE	1118072222	Dwww.theregister.co.ukFRQSTR	18108937,18108937,18108937,18108937
www.theregister.co.uk	FALSE	/	FALSE	1091970818	Dwww.theregister.co.ukKIDYMD	#85326:DGIU#83443:DGGU#74975:DFFU#74966:DDYE#74977:DDYB#87069:DDSF#78685:DDSA#78686:DDSA#75692:DDDU#74963:DCVI#74979:DCTH#74976:DCRA#81341:DCQA#76467:DCIH#74962:DCIA#76470:DCIE#77333:DCIA#76349:DCCD#74965:DCCA#
www.theregister.co.uk	FALSE	/	FALSE	1091970818	Dwww.theregister.co.ukWIDYMD	#20373:DGI#18819:DDD#
www.theregister.co.uk	FALSE	/	FALSE	1120914818	Dwww.theregister.co.ukFRQSTR	18156314,18156314,18156314,18156314
www.theregister.co.uk	FALSE	/	FALSE	1091970817	BSUID	1
www.theregister.co.uk	FALSE	/	FALSE	1090129606	BSUID	1
www.theregister.co.uk	FALSE	/	FALSE	1091110856	Dwww.theregister.co.ukKIDYMD	#83443:DF^U#85326:DFFT#74975:DFFU#74966:DDYE#74977:DDYB#87069:DDSF#78685:DDSA#78686:DDSA#75692:DDDU#74963:DCVI#74979:DCTH#74976:DCRA#81341:DCQA#76467:DCIH#74962:DCIA#76470:DCIE#77333:DCIA#76349:DCCD#74965:DCCA#
www.theregister.co.uk	FALSE	/	FALSE	1117548202	Dwww.theregister.co.ukFRQSTR	18100203,18100203,18100203,18100203
www.theregister.co.uk	FALSE	/	FALSE	1091110855	BSUID	1
www.theregister.co.uk	FALSE	/	FALSE	1120054856	Dwww.theregister.co.ukFRQSTR	18141981,18141981,18141981,18141981
www.theregister.co.uk	FALSE	/	FALSE	1091792514	Dwww.theregister.co.ukKIDYMD	#83443:DGGU#85326:DFFT#74975:DFFU#74966:DDYE#74977:DDYB#87069:DDSF#78685:DDSA#78686:DDSA#75692:DDDU#74963:DCVI#74979:DCTH#74976:DCRA#81341:DCQA#76467:DCIH#74962:DCIA#76470:DCIE#77333:DCIA#76349:DCCD#74965:DCCA#
www.theregister.co.uk	FALSE	/	FALSE	1091792514	Dwww.theregister.co.ukWIDYMD	#20373:DGG#18819:DDD#
banners.netcraft.com	FALSE	/	FALSE	1120913840	phpAds_country	FI
order.1and1.co.uk	FALSE	/	FALSE	1107377849	sp_first_visit	20040709145729-000.TC30a|2004-07-09 14:57:29|1089377849368
clickstream.ibnetplc.com	FALSE	/	FALSE	1247058205	wg	128.214.48.17.1089378205131067
www.coral.co.uk	FALSE	/	FALSE	1953378192	cksid	1089378185
.bluestreak.com	TRUE	/	FALSE	1402285146	id	18521296723804585 bb=KKQAR_t4A1oQ"to|KA"oKotK4RQKwto|KQA4oKtKo""_Rto|KQA4o4tKo"R"1to|K_wKw4tKoR1K1to|K1"AQAtKoR_Aoto|K"ARAwt4_Qoooto|K1"AQAt4_Qoooto|K1AwKot4Q_AKoto|K_wQ"otKoR_11to|K_w_wwtKoR__4to|K1RooKt4_RAAKto|K4owRKt4Q_4wKto|K4ow"_t4_QAR1to|K"A4oKt4_A4Aoto|K4ow"_t4Q4_o"to|K4owRot4_A4Aoto|K"A4oKt4Q4_Q4to|KKQ_4"t4_RAAQto|K4owR4t4R_oA_to|K1"Q_Qt4_Qoooto|Kw"A4Kt4_R144to|Kw"A11t4_RK__to|K44R4wt4"wwwoto|K"_QQQt4_R144to|KKQ_4Rt4RQwAwto|K4owRot4""AA1to|
.bluestreak.com	TRUE	/	FALSE	1404619775	id	18521296723804585 bb=K4_1_KtKKK4R_to|KA"oKotK4RQKwto|KQA4oKtKo""_Rto|KQA4o4tKo"R"1to|K_wKw4tKoR1K1to|KKQAR_t4A1oQ"to|K1"AQAtKoR_Aoto|K"ARAwt4_Qoooto|K1"AQAt4_Qoooto|K1AwKot4Q_AKoto|K_wQ"otKoR_11to|K_w_wwtKoR__4to|K1RooKt4_RAAKto|K4owRKt4Q_4wKto|K4ow"_t4_QAR1to|K"A4oKt4_A4Aoto|K4ow"_t4Q4_o"to|K4owRot4_A4Aoto|K"A4oKt4Q4_Q4to|KKQ_4"t4_RAAQto|K4owR4t4R_oA_to|K1"Q_Qt4_Qoooto|Kw"A4Kt4_R144to|Kw"A11t4_RK__to|K44R4wt4"wwwoto|K"_QQQt4_R144to|KKQ_4Rt4RQwAwto|K4owRot4""AA1to|
.bluestreak.com	TRUE	/	FALSE	1402849747	id	18521296723804585 bb=w4Kw4QtKwQKoRto|w4Kw4RtKwQK4Kto|wKoA""tKK"RA1to|woQAQ"tKK"KA_to|woQAQ"tKK"KAAto|KAQ4wwtKKR1_oto|KA"oKotK4RQKwto|KQA4oKtKo""_Rto|KQA4o4tKo"R"1to|K_wKw4tKoR1K1to|KKQAR_t4A1oQ"to|K1"AQAtKoR_Aoto|K"ARAwt4_Qoooto|K1"AQAt4_Qoooto|K1AwKot4Q_AKoto|K_wQ"otKoR_11to|K_w_wwtKoR__4to|K1RooKt4_RAAKto|K4owRKt4Q_4wKto|K4ow"_t4_QAR1to|K"A4oKt4_A4Aoto|K4ow"_t4Q4_o"to|K4owRot4_A4Aoto|K"A4oKt4Q4_Q4to|KKQ_4"t4_RAAQto|K4owR4t4R_oA_to|K1"Q_Qt4_Qoooto|Kw"A4Kt4_R144to|Kw"A11t4_RK__to|K44R4wt4"wwwoto|K"_QQQt4_R144to|KKQ_4Rt4RQwAwto|K4owRot4""AA1to|
.bluestreak.com	TRUE	/	FALSE	1396685204	id	18521296723804585 bb=K_w_AQtKoRAowto|K"ARAwt4_Qoooto|K1"AQAt4_Qoooto|K1AwKot4Q_AKoto|K_wQ"otKoR_11to|K_w_wwtKoR__4to|K1RooKt4_RAAKto|K4owRKt4Q_4wKto|K4ow"_t4_QAR1to|K"A4oKt4_A4Aoto|K4ow"_t4Q4_o"to|K4owRot4_A4Aoto|K"A4oKt4Q4_Q4to|KKQ_4"t4_RAAQto|K4owR4t4R_oA_to|K1"Q_Qt4_Qoooto|Kw"A4Kt4_R144to|Kw"A11t4_RK__to|K44R4wt4"wwwoto|K"_QQQt4_R144to|KKQ_4Rt4RQwAwto|K4owRot4""AA1to|
.bluestreak.com	TRUE	/	FALSE	1397746651	id	18521296723804585 bb=KA"oKotK4RQKwto|KQA4oKtKo""_Rto|KQA4o4tKo"R"1to|K_wKw4tKoR1K1to|KKQAR_t4A1oQ"to|K1"AQAtKoR_Aoto|K"ARAwt4_Qoooto|K1"AQAt4_Qoooto|K1AwKot4Q_AKoto|K_wQ"otKoR_11to|K_w_wwtKoR__4to|K1RooKt4_RAAKto|K4owRKt4Q_4wKto|K4ow"_t4_QAR1to|K"A4oKt4_A4Aoto|K4ow"_t4Q4_o"to|K4owRot4_A4Aoto|K"A4oKt4Q4_Q4to|KKQ_4"t4_RAAQto|K4owR4t4R_oA_to|K1"Q_Qt4_Qoooto|Kw"A4Kt4_R144to|Kw"A11t4_RK__to|K44R4wt4"wwwoto|K"_QQQt4_R144to|KKQ_4Rt4RQwAwto|K4owRot4""AA1to|
.bluestreak.com	TRUE	/	FALSE	1401088153	id	18521296723804585 bb=K_wQw4tKK"1o1to|K_w_R1tKoR_Q"to|K1"AQAtKoR_Aoto|K"ARAwt4_Qoooto|K1"AQAt4_Qoooto|K1AwKot4Q_AKoto|K_wQ"otKoR_11to|K_w_wwtKoR__4to|K1RooKt4_RAAKto|K4owRKt4Q_4wKto|K4ow"_t4_QAR1to|K"A4oKt4_A4Aoto|K4ow"_t4Q4_o"to|K4owRot4_A4Aoto|K"A4oKt4Q4_Q4to|KKQ_4"t4_RAAQto|K4owR4t4R_oA_to|K1"Q_Qt4_Qoooto|Kw"A4Kt4_R144to|Kw"A11t4_RK__to|K44R4wt4"wwwoto|K"_QQQt4_R144to|KKQ_4Rt4RQwAwto|K4owRot4""AA1to|
.bluestreak.com	TRUE	/	FALSE	1404723578	id	18521296723804585 bb=K_wQw4tK"o1Q"to|w4Kw4QtKwQKoRto|w4Kw4RtKwQK4Kto|wKoA""tKK"RA1to|woQAQ"tKK"KA_to|woQAQ"tKK"KAAto|KAQ4wwtKKR1_oto|KA"oKotK4RQKwto|KQA4oKtKo""_Rto|KQA4o4tKo"R"1to|K_wKw4tKoR1K1to|KKQAR_t4A1oQ"to|K1"AQAtKoR_Aoto|K"ARAwt4_Qoooto|K1"AQAt4_Qoooto|K1AwKot4Q_AKoto|K_wQ"otKoR_11to|K_w_wwtKoR__4to|K1RooKt4_RAAKto|K4owRKt4Q_4wKto|K4ow"_t4_QAR1to|K"A4oKt4_A4Aoto|K4ow"_t4Q4_o"to|K4owRot4_A4Aoto|K"A4oKt4Q4_Q4to|KKQ_4"t4_RAAQto|K4owR4t4R_oA_to|K1"Q_Qt4_Qoooto|Kw"A4Kt4_R144to|Kw"A11t4_RK__to|K44R4wt4"wwwoto|K"_QQQt4_R144to|KKQ_4Rt4RQwAwto|K4owRot4""AA1to|
.amazon.com	TRUE	/	FALSE	2082787201	ubid-main	430-7988587-8662840
.amazon.com	TRUE	/	FALSE	2082787201	ubid-main	430-7988587-8662840
.amazon.com	TRUE	/	FALSE	2082787201	ubid-main	430-7988587-8662840
.amazon.com	TRUE	/	FALSE	2082787201	ubid-main	430-7988587-8662840
.amazon.com	TRUE	/	FALSE	2082787201	ubid-main	430-7988587-8662840
.amazon.com	TRUE	/	FALSE	2082787201	ubid-main	430-7988587-8662840
.amazon.com	TRUE	/	FALSE	2082787201	ubid-main	430-7988587-8662840
.amazon.com	TRUE	/	FALSE	2082787201	ubid-main	430-7988587-8662840
.amazon.com	TRUE	/	FALSE	2082787201	ubid-main	430-7988587-8662840
.amazon.com	TRUE	/	FALSE	2082787201	ubid-main	430-7988587-8662840
.amazon.com	TRUE	/	FALSE	2082787201	ubid-main	430-7988587-8662840
.amazon.com	TRUE	/	FALSE	2082787201	ubid-main	430-7988587-8662840
.amazon.com	TRUE	/	FALSE	2082787201	ubid-main	430-7988587-8662840
.amazon.com	TRUE	/	FALSE	1089964800	session-id	058-5381343-0663235
.amazon.com	TRUE	/	FALSE	2082787201	ubid-main	430-7988587-8662840
.amazon.com	TRUE	/	FALSE	1089964800	session-id-time	1089964800
www.macworld.co.uk	FALSE	/	FALSE	2035455307	CFID	7087347
www.macworld.co.uk	FALSE	/	FALSE	2035455307	CFTOKEN	6e9dc2be1009527d-A3DD91DA-508B-F39C-1B5BDED55B09C95C
.warnerbros.com	TRUE	/	FALSE	1262347201	WBWTID	128.214.48.17-40EE8DEA13200000F1C01B8-wip-sphere6
.yahoo.com	TRUE	/	FALSE	1271361604	F	a=yLdhydosvW.0A2ufvKE57jjOEumRju5i8ng7PMCETiTQMYaNWnjZphD1zMNS&b=ogXe
.yahoo.com	TRUE	/	FALSE	1271361601	B	euhv2ep00nt10&b=2
.yahoo.com	TRUE	/	FALSE	1271361600	F	a=0e8_uVMsvW.pL96Iw.TNM93PoxzeQI4R8hGRnAGmbbx_Vom3Q_Jx22ih8H5X&b=.gE_
.yahoo.com	TRUE	/	FALSE	1271361601	B	euhv2ep00nt10&b=2
.yahoo.com	TRUE	/	FALSE	1271361601	B	euhv2ep00nt10&b=2
.yahoo.com	TRUE	/	FALSE	1271361604	U	mt=TerTgp2MhYt2ilr0zRGPmOkirUgIKOkyuOY-&ux=kFqpAB&un=0i9tgl41606nj
.yahoo.com	TRUE	/	FALSE	1271361601	B	euhv2ep00nt10&b=2
.yahoo.com	TRUE	/	FALSE	1271361604	U	mt=TerTgp2MhYt2ilr0zRGPmOkirUgIKOkyuOY-&ux=kFqpAB&un=0i9tgl41606nj
.yahoo.com	TRUE	/	FALSE	1271361636	U	mt=4kUN_52MhYsl6QqNSTOuuqSltOJCXGl8YEvJlQ--&ux=ZhE//A&un=ef504gi5emnc4
.yahoo.com	TRUE	/	FALSE	1271361604	F	a=yLdhydosvW.0A2ufvKE57jjOEumRju5i8ng7PMCETiTQMYaNWnjZphD1zMNS&b=ogXe
.yahoo.com	TRUE	/	FALSE	1271361601	B	euhv2ep00nt10&b=2
.yahoo.com	TRUE	/	FALSE	1271361636	U	mt=4kUN_52MhYsl6QqNSTOuuqSltOJCXGl8YEvJlQ--&ux=ZhE//A&un=ef504gi5emnc4
.yahoo.com	TRUE	/	FALSE	1271361601	F	a=ce7iHh8svW9e1Fc1uCsAj2e6VW2JKzUzmUqDBLlH6r9uqE1HjbLOKfyENU4_&b=1Rny
.yahoo.com	TRUE	/	FALSE	1271361601	B	euhv2ep00nt10&b=2
.yahoo.com	TRUE	/	FALSE	1271361601	B	euhv2ep00nt10&b=2
.yahoo.com	TRUE	/	FALSE	1271361600	U	mt=OYGkbp2MhYvjNx_B4KhCOvs0vtDlGdQo.LA-&ux=TvXcAB&un=0i9tgl41606nj
.yahoo.com	TRUE	/	FALSE	1271361600	F	a=0e8_uVMsvW.pL96Iw.TNM93PoxzeQI4R8hGRnAGmbbx_Vom3Q_Jx22ih8H5X&b=.gE_
.yahoo.com	TRUE	/	FALSE	1271361636	U	mt=4kUN_52MhYsl6QqNSTOuuqSltOJCXGl8YEvJlQ--&ux=ZhE//A&un=ef504gi5emnc4
.yahoo.com	TRUE	/	FALSE	1271361600	U	mt=OYGkbp2MhYvjNx_B4KhCOvs0vtDlGdQo.LA-&ux=TvXcAB&un=0i9tgl41606nj
statse.webtrendslive.com	FALSE	/S009-00-12-20-203449-44547	FALSE	1609401687	WEBTRENDS_ID	128.214.48.17-1422388864.29648291
statse.webtrendslive.com	FALSE	/S009-00-12-20-203449-44541	FALSE	1609401682	wtl44541	7&479DvUEB&http://www.vnunet.com/news/1105012&http://www.google.co.uk/search?q%3DBT+ISDN+charges%26ie%3DUTF-8%26hl%3Den%26btnG%3DGoogle+Search%26meta%3D&479DvUEB&http://www.vnunet.com/news/1105012&&&&http://www.vnunet.com/news/1105012&http://www.google.co.uk/search?q%3DBT+ISDN+charges%26ie%3DUTF-8%26hl%3Den%26btnG%3DGoogle+Search%26meta%3D&1&0&0&0&&0&&0&&1111111&news+-+communications+-+telecoms%3B479DvUEB|&&128.214.48.17-2284198864.29648291&
www.vnunet.com	FALSE	/	FALSE	1120906651	popunder1	NaN
statse.webtrendslive.com	FALSE	/S009-00-12-20-203449-44547	FALSE	1609401685	wtl44547	7&479DvUEB&http://www.vnunet.com/news/1105012&http://www.google.co.uk/search?q%3DBT+ISDN+charges%26ie%3DUTF-8%26hl%3Den%26btnG%3DGoogle+Search%26meta%3D&479DvUEB&http://www.vnunet.com/news/1105012&&&&http://www.vnunet.com/news/1105012&http://www.google.co.uk/search?q%3DBT+ISDN+charges%26ie%3DUTF-8%26hl%3Den%26btnG%3DGoogle+Search%26meta%3D&1&0&0&0&&0&&0&&1111111&news+-+communications+-+telecoms%3B479DvUEB|&&128.214.48.17-1422388864.29648291&
statse.webtrendslive.com	FALSE	/S009-00-12-20-203449-44541	FALSE	1609401601	WEBTRENDS_ID	128.214.48.17-2284198864.29648291
.cisco.com	TRUE	/	FALSE	1877770028	CP_GUTC	128.107.241.136.179991089370028787
ng-prod1.cisco.com	FALSE	/	FALSE	2145801600	NGUserID	c685db53-9857-1089370030-1
www.cymru1.net	FALSE	/	FALSE	1404729968	refsource	googleisdn
.livejournal.com	TRUE	/	FALSE	1094550132	ljuniq	12CCdSJYIIMjKmh:1089366131
mosquito.wordpress.org	FALSE	/	FALSE	1119362804	MANTIS_VIEW_ALL_COOKIE	v4%23any%23any%23any%2350%236%23on%23any%23any%23last_updated%23DESC%2307%231%232004%2307%2309%232004%23backslash%23
mosquito.wordpress.org	FALSE	/	FALSE	1119362787	MANTIS_PROJECT_COOKIE	1
www.paypal.com	FALSE	/	FALSE	2026927744	Apache	217.30.176.161.143211080847744642
www.paypal.com	FALSE	/	FALSE	2026927744	Apache	217.30.176.161.143211080847744642
matthew.infodancer.org	FALSE	/	FALSE	3236844622	ANALOG_VISITOR_ID	323640
.c3.gostats.com	TRUE	/	FALSE	1359791135	afghanistan2Ever	1
.c3.gostats.com	TRUE	/	FALSE	1359791135	afghanistan2mGS	1089296527
.c3.gostats.com	TRUE	/	FALSE	1359791135	afghanistan2pdr	öÇ
.c3.gostats.com	TRUE	/	FALSE	1360050335	afghanistan2Last	1
www.adminder.com	FALSE	/	FALSE	1120831405	superline	GoMobile+
www.googleadservices.com	FALSE	/pagead/conversion/1071770768/	FALSE	1091887032	Conversion	CktBTEZJbmFLVjdBWkpxQjRNb2hFYjdSZUxELWZaaUZnSXA5ellBV24tdTY1akJUNkVBUWI0QUJnZ0JLYUJrWmY0X0RBQUFBQVFBQUESEwiPxeWb1Nb3ARUjAQsKHWdMhsAYASDIhPi8jPz98U8
www.googleadservices.com	FALSE	/pagead/conversion/1072225480/	FALSE	1091887023	Conversion	CklBMzYzVmFLVjdBWkpxQjRNb2hFYjdSZUxEY0NkckZnS3pwU2c3RzZlRjVRd2tPQkFvTmFRQUlRZ2lXZ2N1ai1fQUFBQUFBRUFBEhMI4sOXl9TW9wEVFVsLCh2pWmnjGAEgifv13-PX-9ysAQ
www.googleadservices.com	FALSE	/pagead/conversion/1071410813/	FALSE	1091887020	Conversion	CkxBbC1HQ2FLVjdBWkpxQjRNb2hFYjdSZUxEZHVMdUdVcDNkM1lBNXFyaVVHZ1BETXBUQUEtcFNFQUNEb29GOXpkOC1QQUFBQUFBQkFBEhMI_bnrldTW9wEVTC4LCh3uPqDXGAEg3qffj9L2n5-ZAQ
www.googleadservices.com	FALSE	/pagead/conversion/1071888348/	FALSE	1091887015	Conversion	Ck1BQTVxc2FLVjdBWkpxQjRNb2hFYjdSZUxEd09ZbkZvNG1JN1lBa1NJMENHUU9CTXBUQUFzX0RqU0FJRWdpV3c5N08tX0FBQUFBQUVBQRITCOTbxpPU1vcBFSAwCwodQBr11xgBIMfh14iW0aD2cg
.mediaplex.com	TRUE	/	FALSE	1245628800	svid	78421811570
www.natalian.org	FALSE	/	FALSE	1105799716	wordpresspass_6dfd21a155144406a446ae9075c9e326	7c4668fc8a16a3db996b9b2b48c86b7a
www.natalian.org	FALSE	/	FALSE	1110235657	comment_author_email_6dfd21a155144406a446ae9075c9e326	+
www.natalian.org	FALSE	/	FALSE	1105996723	wordpressblogid_6dfd21a155144406a446ae9075c9e326	1
www.natalian.org	FALSE	/	FALSE	1105996723	wordpresspass_6dfd21a155144406a446ae9075c9e326	7c4668fc8a16a3db996b9b2b48c86b7a
www.natalian.org	FALSE	/	FALSE	1105799716	wordpressuser_6dfd21a155144406a446ae9075c9e326	admin
www.natalian.org	FALSE	/	FALSE	1105996723	wordpressuser_6dfd21a155144406a446ae9075c9e326	admin
